OdorIdx,ListIdx,MolIdx,CAS,OdorTypeN,OdorDescriptorN
4301,9,1526,71978-01-3,215,468;200;43;322;538;215
4302,9,1530,72007-81-9,201,491;201;482;341;266;208;215
4303,9,1535,72089-08-8,538,257;348;531;538;444
4304,9,1538,72117-72-7,201,522;201;482;538;408
4305,9,1541,72175-33-8,215,477;272;430;307;201;322;138;215
4306,9,1546,72203-97-5,243,243
4307,9,1549,72207-94-4,517,87;159;408;327;517
4308,9,1550,72214-23-4,215,56;201;130;144;286
4309,9,1558,72257-53-5,257,190;208;329;135
4310,9,1563,72275-92-4,470,227;187;218;390;178;525;538;470
4311,9,1565,72275-92-4,470,227;187;218;390;178;525;538;470
4312,9,1566,72276-09-6,215,274;381;374;189;311;482;396
4313,9,1578,72379-14-7,201,201;286;482;544
4314,9,1580,72379-31-8,215,420;57
4315,9,1584,72402-00-7,82,82;470;130
4316,9,1585,72403-67-9,201,207;298;307;130;482;243;208
4317,9,1587,72429-08-4,201,238;257;392;538;158;344
4318,9,1601,72472-02-7,243,495;243;538
4319,9,1605,72541-09-4,257,238;374;257;311;487;130;493
4320,9,1614,72611-71-3,215,214;348;243;505;215
4321,9,1615,72681-03-9,243,430;243;298;333
4322,9,1618,72724-82-4,130,358;310;482
4323,9,1624,72779-06-7,257,525;257;243;114
4324,9,1629,72797-16-1,348,348;427
4325,9,1630,72797-17-2,348,402;152;348;345;235;379;380;254
4326,9,1633,72797-28-5,517,517
4327,9,1638,72845-33-1,201,201
4328,9,1639,72845-40-0,243,288;203;201;216;265;334;23
4329,9,1645,72854-42-3,181,353;181;243;482;216
4330,9,1649,72869-69-3,191,353;191
4331,9,1650,72869-70-6,11,356;480;518;11;451;423
4332,9,1651,72869-73-9,130,358;130
4333,9,1653,72869-75-1,480,354;221
4334,9,1654,72869-82-0,130,495;130;293
4335,9,1656,72881-27-7,531,353;282;159;243;531;79;171;400
4336,9,1657,72894-07-6,191,531;191;430
4337,9,1659,72894-12-3,201,9;430;362;201;482
4338,9,1663,72903-27-6,215,189;25;215;420
4339,9,1676,72928-51-9,130,314;366;181;130
4340,9,1677,72928-52-0,538,395;538;353
4341,9,1691,72968-25-3,538,522;130;482;538
4342,9,1692,72968-30-0,201,129;298;201;482;208
4343,9,1715,72968-50-4,201,392
4344,9,1716,72968-50-4,201,362;201;259;261;392;132;266;470
4345,9,1717,72968-50-4,201,394;362;201;259;341;392;536;154;470;344
4346,9,1732,72987-62-3,319,319;320;145;427
4347,9,1738,73003-91-5,40,430;399;22;538;40
4348,9,1741,73018-51-6,130,303;495;300;130;243;291;538;505;208;439
4349,9,1743,73019-15-5,201,143;201;536;217
4350,9,1749,73049-50-0,215,59
4351,9,1750,73049-51-1,257,163;470;243
4352,9,1751,73049-53-3,257,101
4353,9,1752,73049-56-6,470,137
4354,9,1755,73049-62-4,40,208;495;181;92;198;91;137;538;40
4355,9,1757,73049-65-7,491,257;491;215
4356,9,1759,73049-65-7,491,257;491;215
4357,9,1766,73049-67-9,538,181;470;538
4358,9,1774,73049-85-1,538,375;538
4359,9,1775,73049-85-1,257,257;31;538;40;470
4360,9,1782,73138-66-6,17,18;337;541;22;192;128
4361,9,1786,73138-76-8,499,499
4362,9,1803,73296-98-7,257,491;518;288;181;251;482;72
4363,9,1804,73296-98-7,201,499;201;257
4364,9,1805,73296-99-8,257,441
4365,9,1806,73296-99-8,257,441
4366,9,1822,73398-84-2,538,538;520
4367,9,1825,73435-61-7,147,
4368,9,1829,73507-34-3,130,392
4369,9,1831,73507-35-4,215,54;259;475;22;17;236;215
4370,9,1836,73545-15-0,215,41;482;25;396;215
4371,9,1837,73545-16-1,243,381;219;243;25;396;215
4372,9,1839,73545-18-3,243,343;274;25
4373,9,1840,73545-19-4,130,359
4374,9,1854,73744-93-1,215,257;215;482
4375,9,1856,73757-27-4,243,215;243
4376,9,1866,73970-38-4,243,533;243;538;520
4377,9,1867,73970-40-8,243,533;243;538;520
4378,9,1881,74094-62-5,191,201;191;482
4379,9,1882,74094-63-6,243,130;243
4380,9,1883,74113-74-9,463,538;289;463;75
4381,9,1909,74338-72-0,257,56;257;130;482;441;392;505
4382,9,1913,74367-97-8,215,201;243;57;482;408;112;215
4383,9,1919,74431-24-6,329,525;329;215;482
4384,9,1926,74513-58-9,40,154;17;337
4385,9,1933,74568-05-1,191,9;191;482
4386,9,1934,74568-06-2,377,191;482;377
4387,9,1939,74595-94-1,319,319;38;463
4388,9,1955,74758-91-1,215,
4389,9,1956,74758-93-3,480,480;518;354;337;326;505;215;451
4390,9,1964,74962-98-4,531,125;191;531;530;132;136;135;437
4391,9,1970,75039-84-8,201,430;201;531;208;215
4392,9,1978,75147-23-8,257,74;208;343;215;135
4393,9,1979,75166-30-2,201,299
4394,9,1980,75166-31-3,201,299
4395,9,1992,75490-39-0,130,37;238;75;288;130;220;520
4396,9,1999,75587-05-2,215,396;191;215;482
4397,9,2000,75587-06-3,377,191;482;377
4398,9,2003,75631-91-3,480,374;480;179;211;505;215
4399,9,2004,75640-26-5,157,282;140;482;157
4400,9,2020,75832-79-0,57,164
4401,9,2021,75853-49-5,319,125;191;319;71;481;130;482;22;486;531;145;215;451
4402,9,2046,76238-22-7,322,381;279;85;243;260;326;322;505
4403,9,2053,76426-35-2,482,
4404,9,2064,76649-14-4,334,159;243;323;334;531
4405,9,2065,76649-16-6,243,353;143;243;25;531;396;215
4406,9,2066,76649-17-7,215,243;326;531;208;505;343
4407,9,2070,76649-22-4,215,215;243;105
4408,9,2071,76649-23-5,215,259;123;211;401;396;61;215;420
4409,9,2073,76649-25-7,243,353;191;522;243;199;334;161;322;208
4410,9,2074,76649-26-8,243,381;243;482;531;161;322;208;215
4411,9,2085,76788-46-0,348,480;518;319;348;421;337;141;121
4412,9,2106,77118-93-5,243,215;243;294
4413,9,2109,77134-01-1,470,40;201;470
4414,9,2111,77171-55-2,259,259
4415,9,2113,77189-02-7,505,335;214;201;505;215
4416,9,2119,77311-03-6,348,348;243;482
4417,9,2122,77311-06-9,191,22;38;191;319
4418,9,2123,77311-07-0,348,348;402
4419,9,2127,77341-67-4,352,
4420,9,2159,77851-07-1,201,430;57;525;538;470;215
4421,9,2160,77923-74-1,505,37;366;181;368;538;208;505
4422,9,2163,78053-99-3,215,322;215;243
4423,9,2201,78649-62-4,216,272;243;216
4424,9,2204,78761-38-3,215,40;236;215
4425,9,2205,78761-39-4,40,40;215;127
4426,9,2215,78989-37-4,215,130;381;215
4427,9,2216,79044-50-1,243,322;201;215;243
4428,9,2273,79893-63-3,215,164;215;57
4429,9,2275,79915-74-5,201,257;201;482;40;112
4430,9,2281,79930-37-3,215,130;201;215;191
4431,9,2290,80118-06-5,257,257;201;103;343;215
4432,9,2296,80183-38-6,257,495;497;191;257
4433,9,2308,80417-97-6,157,140;504;251;157
4434,9,2312,80449-58-7,538,335;17;525;538
4435,9,2315,80466-34-8,243,191;9;243;482;470
4436,9,2316,80480-24-6,243,353;272;257;243;411;208;470
4437,9,2326,80623-07-0,215,201;482;84;426;215;438
4438,9,2328,80657-64-3,215,201;482;84;426;215;438
4439,9,2333,80748-58-9,538,482;135;538;444
4440,9,2341,80858-47-5,201,201;243;326;266;40;215;420
4441,9,2342,80863-62-3,352,
4442,9,2343,80866-83-7,215,30;438;215;482
4443,9,2394,81752-87-6,31,434;430;31;215;496
4444,9,2401,81782-77-6,243,353;457;298;279;522;243;215
4445,9,2403,81783-01-9,201,238;257;430;440;243;165
4446,9,2404,81786-73-4,538,522;201;366;395;538;40
4447,9,2407,81787-06-6,538,178;538;520;17;135
4448,9,2419,81925-81-7,348,253;427;346;421;482;348;277;141;197;415
4449,9,2431,82185-41-9,130,238;201;298;333
4450,9,2441,82297-64-1,408,157;24;178;482;256;408;112;215;517;13
4451,9,2445,82356-51-2,335,22;335;464
4452,9,2447,82461-14-1,130,238;424;257;130;243;190;538
4453,9,2460,82654-98-6,517,215;517
4454,9,2464,82784-84-7,243,482;243;368;322;208
4455,9,2487,83150-77-0,130,238;130
4456,9,2505,83418-53-5,319,319;348;145;427
4457,9,2506,83418-54-6,319,319;348;145;427
4458,9,2512,83469-85-6,470,191;9;470
4459,9,2530,83783-86-2,215,272;215;544
4460,9,2540,83861-74-9,181,314;226;288;181;243;334
4461,9,2543,83863-30-3,201,201
4462,9,2545,83863-30-3,201,201;544
4463,9,2552,83926-73-2,201,201;149;62
4464,9,2553,83977-12-2,470,12;525;126;470
4465,9,2569,84012-14-6,243,518;181;243;33;423
4466,9,2601,84012-21-5,348,253
4467,9,2602,84012-21-5,348,348;253;254
4468,9,2624,84012-24-8,257,365
4469,9,2656,84012-28-2,130,358;9;208;482;343
4470,10,15,84012-39-5,40,55
4471,10,35,84012-43-1,470,491;257;288;482;525;40;281;470
4472,10,62,84012-64-6,335,22;335;482
4473,10,84,84029-92-5,201,201;482;90;505;470
4474,10,85,84029-93-6,201,201;482;89;208;505;215
4475,10,89,84060-80-0,243,381;257;201;243;25
4476,10,105,84082-36-0,251,211;482;251
4477,10,108,84082-36-0,243,240;533;351;243;455
4478,10,109,84082-36-0,243,240;243;251
4479,10,111,84082-36-0,251,211;482;251
4480,10,125,84082-54-2,243,154;202;257;243
4481,10,149,84082-58-6,470,470
4482,10,150,84082-58-6,470,315
4483,10,151,84082-58-6,257,315
4484,10,152,84082-58-6,257,315
4485,10,153,84082-58-6,257,315
4486,10,155,84082-58-6,257,315
4487,10,157,84082-58-6,470,
4488,10,163,84082-60-0,257,321;201;257
4489,10,184,84082-68-8,470,347
4490,10,185,84082-68-8,470,201;243;531;538;40;470
4491,10,187,84082-68-8,470,347;390;31;538;470
4492,10,188,84082-68-8,470,495;40;470;538
4493,10,189,84082-68-8,470,40;208;525;470
4494,10,190,84082-68-8,470,201;243;531;538;40;470
4495,10,196,84082-70-2,329,329;389
4496,10,197,84082-70-2,329,329;288;147;243;482;389;84;208;135
4497,10,198,84082-70-2,329,389
4498,10,199,84082-70-2,329,389
4499,10,200,84082-70-2,329,389
4500,10,202,84082-70-2,329,389
4501,10,247,84110-41-8,215,215;243;23
4502,10,262,84168-28-5,191,191;243
4503,10,267,84238-19-7,470,227;470;90;194
4504,10,268,84238-29-9,538,520
4505,10,272,84238-39-1,181,181;538
4506,10,273,84238-39-1,538,82;40;181;538
4507,10,274,84238-39-1,538,375;538
4508,10,281,84254-87-5,538,243;257;127;538
4509,10,295,84434-18-4,201,353;238;130;538;99;208;343
4510,10,297,84434-20-8,243,201;181;243
4511,10,301,84434-65-1,243,274;381;518;130;243;25;531;505;215
4512,10,302,84455-19-6,17,335;499;457;178;251;57;538;17;215
4513,10,303,84455-19-6,17,19
4514,10,305,84455-19-6,201,258
4515,10,308,84455-29-8,23,193;23
4516,10,309,84455-29-8,23,295;193;23
4517,10,323,84560-00-9,201,272;491;307;201;215
4518,10,342,84603-58-7,201,257;201;259;531;538;24
4519,10,360,84603-61-2,201,201;250
4520,10,371,84603-66-7,257,82;257
4521,10,372,84603-66-7,257,267
4522,10,373,84603-66-7,257,82;257
4523,10,375,84603-69-0,538,276
4524,10,376,84603-69-0,40,243;276;538;40;423
4525,10,377,84603-69-0,538,276
4526,10,378,84603-69-0,538,276
4527,10,379,84603-69-0,538,198;395;276;538;470
4528,10,382,84603-69-0,257,276
4529,10,422,84604-12-6,201,208;470;482;430
4530,10,423,84604-12-6,257,201;470;482;430
4531,10,424,84604-12-6,243,288;482;243;154;538;208
4532,10,425,84604-12-6,201,201;259;482;525;538;470
4533,10,426,84604-12-6,201,430;259;482;538;40;470
4534,10,427,84604-12-6,201,430
4535,10,428,84604-12-6,201,201;470;482;430
4536,10,429,84604-12-6,201,430
4537,10,431,84604-12-6,201,430
4538,10,444,84604-14-8,257,82;257;518;288;243;470
4539,10,449,84604-14-8,257,434
4540,10,450,84604-14-8,257,257;243
4541,10,451,84604-14-8,257,257;243
4542,10,452,84604-14-8,257,434;257;243
4543,10,462,84604-17-1,470,439
4544,10,463,84604-17-1,470,9;191;201;470;289;215
4545,10,496,84625-26-3,470,470;218
4546,10,497,84625-26-3,470,470;218
4547,10,498,84625-26-3,470,218
4548,10,508,84625-29-6,243,387;427
4549,10,511,84625-29-6,243,387;243
4550,10,517,84625-32-1,257,190
4551,10,519,84625-32-1,257,190
4552,10,520,84625-32-1,257,190
4553,10,534,84625-39-8,23,295;193;23
4554,10,536,84625-40-1,257,357;535;75;427;234;304;482;141;69;101;40;458;470;157
4555,10,537,84625-40-1,427,312;427;304;139;141
4556,10,538,84625-40-1,87,87;194
4557,10,539,84625-40-1,87,87;194
4558,10,540,84625-40-1,87,194
4559,10,541,84625-40-1,87,87;194
4560,10,569,84642-56-8,538,99;538
4561,10,570,84642-57-9,538,22;31;538
4562,10,572,84642-60-4,531,79;531;215;57
4563,10,573,84642-61-5,159,105;159;57;337;2;79;215
4564,10,581,84649-81-0,201,370
4565,10,588,84649-86-5,257,257;491;201;251;243;538;505;215
4566,10,590,84649-86-5,257,103
4567,10,609,84649-93-4,257,74;257
4568,10,619,84649-97-8,181,334;181
4569,10,620,84649-97-8,181,332;314;456;518;181;251;429;216
4570,10,621,84649-98-9,470,126
4571,10,622,84649-98-9,470,126;470
4572,10,623,84649-98-9,470,126
4573,10,624,84649-98-9,470,126
4574,10,625,84649-98-9,470,126
4575,10,626,84649-99-0,139,139
4576,10,627,84649-99-0,139,49;427;139;408;72
4577,10,633,84649-99-0,121,427;139;181;141;58;408;122
4578,10,637,84650-00-0,141,49;75;141
4579,10,639,84650-00-0,141,49;319;141;142;72
4580,10,641,84650-00-0,141,142;141
4581,10,643,84650-00-0,141,141
4582,10,645,84650-00-0,141,459;142;141
4583,10,646,84650-00-0,141,142;141
4584,10,647,84650-00-0,141,142;141
4585,10,648,84650-00-0,141,141
4586,10,652,84650-05-5,243,181;482;154;538;204
4587,10,653,84650-05-5,243,204;154;181;243
4588,10,667,84650-13-5,538,246;538
4589,10,668,84650-13-5,538,246;538
4590,10,669,84650-13-5,538,246
4591,10,670,84650-13-5,538,246
4592,10,671,84650-13-5,538,246;538
4593,10,672,84650-15-7,480,11;480;354
4594,10,674,84650-15-7,11,11;354
4595,10,685,84650-22-6,215,166
4596,10,690,84650-39-5,40,482;40;281;127;157
4597,10,692,84650-39-5,470,201;482;40;281;470;127;423;157
4598,10,707,84650-60-2,257,257;491;178;482;538
4599,10,709,84650-60-2,257,491
4600,10,710,84650-60-2,257,257;201;482;538;40;289
4601,10,711,84650-60-2,257,493
4602,10,712,84650-60-2,289,257;491;96;463;251;289
4603,10,715,84650-60-2,257,492
4604,10,721,84650-60-2,491,491
4605,10,729,84650-60-2,257,491
4606,10,731,84650-60-2,257,493
4607,10,732,84650-60-2,491,493
4608,10,733,84650-60-2,491,492
4609,10,735,84650-63-5,517,394;482;517
4610,10,736,84650-63-5,517,517
4611,10,737,84650-63-5,517,517
4612,10,747,84681-92-5,181,265;181;429;177
4613,10,757,84695-96-5,40,257;482;538;40;470;157
4614,10,775,84696-05-9,538,429;538
4615,10,782,84696-05-9,538,429;538
4616,10,787,84696-07-1,40,40;170
4617,10,819,84696-15-1,470,227;482;525;538;470
4618,10,820,84696-15-1,470,227
4619,10,821,84696-15-1,470,227;470
4620,10,822,84696-15-1,470,227
4621,10,823,84696-15-1,470,227
4622,10,824,84696-15-1,470,227;482;525;538;470
4623,10,896,84696-47-9,87,87;139;538
4624,10,921,84696-51-5,329,469
4625,10,922,84696-51-5,329,469;329
4626,10,923,84696-51-5,329,329;469;482;243;251;93
4627,10,924,84696-51-5,329,469
4628,10,925,84696-51-5,329,469
4629,10,938,84697-09-6,201,201;243;57;256;505;328
4630,10,947,84775-39-3,257,81
4631,10,948,84775-39-3,257,81
4632,10,960,84775-41-7,538,491;257;538
4633,10,961,84775-41-7,257,491;257;482;538
4634,10,964,84775-41-7,538,491;257;538
4635,10,966,84775-41-7,17,491;257;538
4636,10,967,84775-41-7,538,491;257;538
4637,10,969,84775-42-8,23,295;482;23
4638,10,970,84775-42-8,23,23
4639,10,985,84775-50-8,201,201;243;62
4640,10,986,84775-50-8,201,9;257;130;482;243;538
4641,10,987,84775-50-8,257,257;470;482
4642,10,989,84775-50-8,257,149
4643,10,990,84775-50-8,257,125
4644,10,991,84775-50-8,201,201
4645,10,992,84775-50-8,257,149
4646,10,1001,84775-51-9,470,163
4647,10,1004,84775-52-0,470,509
4648,10,1006,84775-52-0,470,509
4649,10,1007,84775-52-0,470,509
4650,10,1014,84775-55-3,215,499;412;418;482;215
4651,10,1016,84775-55-3,215,499;412;418;482;215
4652,10,1026,84775-62-2,480,459;480;518;181;243;208;415
4653,10,1035,84775-64-4,17,17;281;128
4654,10,1037,84775-64-4,17,17;281;128
4655,10,1039,84775-66-6,295,295;482
4656,10,1040,84775-66-6,295,295
4657,10,1041,84775-66-6,295,295
4658,10,1043,84775-66-6,295,295
4659,10,1046,84775-66-6,23,295
4660,10,1048,84775-66-6,295,295;482
4661,10,1063,84775-71-3,257,46
4662,10,1066,84775-71-3,295,489;257;46
4663,10,1067,84775-71-3,257,46
4664,10,1075,84775-73-5,538,329;201;482;538;344
4665,10,1077,84775-74-6,40,482;243;46;40;208;470
4666,10,1079,84775-74-6,470,482;243;46;40;208;470
4667,10,1083,84775-74-6,40,482;243;46;40;208;470
4668,10,1098,84775-80-4,130,291;257;215;243
4669,10,1099,84775-81-5,394,227;394;390;463;423
4670,10,1101,84775-83-7,257,441
4671,10,1102,84775-83-7,257,441
4672,10,1106,84775-83-7,257,441
4673,10,1107,84775-83-7,257,441
4674,10,1123,84775-95-1,348,366;348;288
4675,10,1124,84775-96-2,201,258;201;57
4676,10,1155,84776-23-8,257,313
4677,10,1171,84776-64-7,201,272;201
4678,10,1172,84776-64-7,201,272
4679,10,1183,84776-67-0,201,353;201;482;341;63;531;40
4680,10,1200,84776-98-7,257,257
4681,10,1201,84776-98-7,257,459;257;495;538;208
4682,10,1202,84776-98-7,40,40
4683,10,1203,84776-98-7,201,201
4684,10,1204,84776-98-7,257,257
4685,10,1222,84787-69-9,57,59;57
4686,10,1228,84787-70-2,538,538;444
4687,10,1229,84787-70-2,538,538;444
4688,10,1230,84787-70-2,538,538;444
4689,10,1239,84787-72-4,470,448
4690,10,1240,84788-08-9,215,381;191;518;243;322;208
4691,10,1252,84836-99-7,40,257;495;538;40;470
4692,10,1257,84837-04-7,257,287
4693,10,1258,84837-04-7,257,287;257
4694,10,1261,84837-06-9,257,257;243;482;101;72
4695,10,1262,84837-06-9,470,304
4696,10,1263,84837-06-9,470,304;470
4697,10,1266,84837-06-9,257,243;257;482;101
4698,10,1268,84837-14-9,470,82;470;482
4699,10,1283,84929-19-1,257,542
4700,10,1284,84929-19-1,257,542
4701,10,1292,84929-26-0,40,339
4702,10,1293,84929-26-0,40,339
4703,10,1294,84929-26-0,40,339
4704,10,1295,84929-26-0,40,339
4705,10,1317,84929-28-2,429,139;499;429
4706,10,1320,84929-28-2,429,139;499;429
4707,10,1326,84929-31-7,130,392;130
4708,10,1327,84929-31-7,130,291;292
4709,10,1329,84929-31-7,130,291
4710,10,1331,84929-31-7,130,291
4711,10,1351,84929-38-4,201,392
4712,10,1352,84929-38-4,130,310
4713,10,1363,84929-41-9,470,388
4714,10,1364,84929-41-9,470,388
4715,10,1383,84929-47-5,257,437
4716,10,1384,84929-47-5,257,437
4717,10,1385,84929-47-5,257,437
4718,10,1393,84929-51-1,257,497;257
4719,10,1396,84929-51-1,257,497;257
4720,10,1403,84929-52-2,257,491;482;251;215
4721,10,1406,84929-52-2,201,201;301
4722,10,1407,84929-52-2,257,491;482;251;215
4723,10,1411,84929-55-5,257,202;257;243;58;154
4724,10,1417,84929-57-7,470,40;12;137;470
4725,10,1424,84929-61-3,470,329;257;495;482;243;470
4726,10,1455,84929-76-0,243,288;271;243;173;40;215;289;423
4727,10,1457,84929-76-0,57,420
4728,10,1460,84929-76-0,57,420
4729,10,1477,84929-78-2,243,56;533;181;243;523;103;493;478
4730,10,1486,84929-79-3,40,55
4731,10,1487,84929-79-3,40,55
4732,10,1503,84961-46-6,470,95;126
4733,10,1504,84961-46-6,470,337;126;482;538
4734,10,1505,84961-46-6,470,95
4735,10,1506,84961-46-6,470,95;126
4736,10,1509,84961-46-6,470,95;126
4737,10,1510,84961-46-6,470,95;126
4738,10,1514,84961-49-9,538,547
4739,10,1515,84961-49-9,538,82;482;525;190;538;470
4740,10,1516,84961-49-9,538,547
4741,10,1520,84961-49-9,538,547
4742,10,1522,84961-50-2,470,137
4743,10,1528,84961-50-2,470,137
4744,10,1529,84961-50-2,470,137
4745,10,1530,84961-50-2,470,137
4746,10,1542,84961-57-9,215,401
4747,10,1545,84961-57-9,215,401;490
4748,10,1546,84961-57-9,215,401
4749,10,1560,84961-58-0,40,40;201;103
4750,10,1564,84961-62-6,468,468;215;482
4751,10,1575,84961-64-8,496,99;538;257;496
4752,10,1576,84961-64-8,257,329;257;542;538;470
4753,10,1577,84961-64-8,257,329;257;542;538;470
4754,10,1579,84961-64-8,257,488
4755,10,1600,84988-66-9,201,201;491;482;63
4756,10,1601,84988-66-9,201,201;491;482;63
4757,10,1605,84988-66-9,243,491;288;181;243;538
4758,10,1628,85085-20-7,257,257
4759,10,1629,85085-20-7,257,114
4760,10,1643,85085-26-3,140,282;191;159;482;140;289;157
4761,10,1646,85085-29-6,538,99;337;75;538
4762,10,1653,85085-41-2,538,99;538
4763,10,1656,85085-43-4,130,257;430;300;291;135
4764,10,1657,85085-46-7,57,399;271;57;230;470;215
4765,10,1664,85085-47-8,201,207;363;430;243;138
4766,10,1677,85085-50-3,40,339
4767,10,1701,85085-54-7,538,332;491;522;63;538;40;1
4768,10,1722,85085-75-2,257,82;497;257;321
4769,10,1723,85085-75-2,257,497
4770,10,1725,85085-75-2,538,257;538
4771,10,1729,85085-76-3,216,506;334;216
4772,10,1760,85136-10-3,257,286;257
4773,10,1785,85213-22-5,402,498;309;402;234
4774,10,1789,85248-56-2,538,82;538
4775,10,1792,85251-63-4,215,25;482
4776,10,1794,85251-63-4,215,25;215
4777,10,1795,85251-63-4,215,25;482
4778,10,1812,85251-64-5,87,87;330;234
4779,10,1816,85251-64-5,309,87;330
4780,10,1833,85251-67-8,257,329;257;488;441
4781,10,1842,85351-07-1,130,358;314;353;243;10;530;136
4782,10,1846,85392-04-7,171,327;171;79
4783,10,1847,85392-05-8,327,272;282;243;220;327;215;377
4784,10,1848,85392-06-9,327,272;282;243;220;327;215;377
4785,10,1864,85480-33-7,201,257;201;243;538;470;289;215
4786,10,1868,85480-37-1,257,82;434;257;482;243;190;208
4787,10,1871,85480-37-1,257,82;434;257;329;482;243;190;538;208;215
4788,10,1884,85508-08-3,505,246;85;482;243;531;505;470;215;425
4789,10,1893,85536-25-0,353,353;191;159;482;531;79;327;171
4790,10,1919,85586-67-0,40,257;181;198;538;40;470
4791,10,1960,85761-70-2,243,243;288
4792,10,1979,85940-31-4,257,88
4793,10,1980,85940-31-4,257,88
4794,10,1981,85940-31-4,257,88
4795,10,2052,86803-90-9,314,332;9;307;201;368;530;538;208;455
4796,10,2067,87061-04-9,329,329;517
4797,10,2075,87118-95-4,538,191;464;178;418;538;17
4798,10,2089,87310-12-1,201,358;353;9;430;215
4799,10,2112,87641-23-4,538,499;288;178;538;496
4800,10,2113,87641-24-5,215,424;219;243;101;215
4801,10,2117,87731-18-8,201,485;522;201;243;44;215
4802,10,2119,87745-65-1,427,145;427
4803,10,2137,88270-38-6,470,257;482;251;470;157
4804,10,2157,88497-17-0,480,355;480;451;354
4805,10,2167,88642-03-9,335,408;40;335;135
4806,10,2169,88644-30-8,538,332;375;243;198;538;40
4807,10,2183,89079-92-5,215,505;215;165
4808,10,2198,89534-74-7,319,319;145;427
4809,10,2208,89780-06-3,335,408;335;482;538
4810,10,2262,89957-74-4,390,459;390;525;538;470
4811,10,2273,89957-82-4,215,41;159;243;44;215
4812,10,2297,89957-91-5,130,392;56;201;130
4813,10,2298,89957-91-5,130,
4814,10,2299,89957-91-5,201,392;201
4815,10,2307,89957-93-7,,362;482;1;470;328
4816,10,2311,89957-97-1,181,334;181
4817,10,2312,89957-98-2,538,206
4818,10,2313,89957-98-2,538,538;206
4819,10,2314,89957-98-2,538,206
4820,10,2316,89957-99-3,269,269;495;206;538;423
4821,10,2331,89958-10-1,538,40;246;538
4822,10,2359,89958-29-2,201,201;90
4823,10,2374,89997-33-1,538,99;240;496
4824,10,2381,89997-35-3,257,101
4825,10,2382,89997-35-3,257,101
4826,10,2384,89997-35-3,257,257;101
4827,10,2390,89997-35-3,257,101
4828,10,2392,89997-35-3,257,101
4829,10,2406,89997-53-5,215,112;215;13
4830,10,2453,89997-74-0,538,538;128
4831,10,2454,89997-74-0,538,281;538;128
4832,10,2480,89997-96-6,40,40;219;243;423
4833,10,2481,89997-98-8,130,497;88;495;31;291;392;208;470
4834,10,2487,89998-01-6,243,161;243
4835,10,2515,89998-14-1,130,293
4836,10,2517,89998-14-1,130,291;240;208;482
4837,10,2518,89998-14-1,130,130
4838,10,2519,89998-14-1,130,130
4839,10,2520,89998-14-1,130,130
4840,10,2521,89998-14-1,130,130
4841,10,2523,89998-14-1,130,293
4842,10,2560,90028-03-8,243,176
4843,10,2561,90028-03-8,257,176
4844,10,2562,90028-03-8,257,176
4845,10,2563,90028-03-8,257,470;257;243
4846,10,2609,90028-36-7,538,40;470;243;538
4847,10,2612,90028-38-9,257,255
4848,10,2626,90028-48-1,470,82;187;495;390;176;470
4849,10,2632,90028-52-7,82,82;208;482;147
4850,10,2659,90028-67-4,538,538;423
4851,10,2661,90028-68-5,332,349
4852,10,2666,90028-70-9,480,221;34
4853,10,2667,90028-70-9,480,34
4854,10,2685,90028-76-5,538,472;538
4855,10,2686,90028-76-5,40,395;40;538;198
4856,10,2688,90028-76-5,40,395;40
4857,10,2691,90028-83-4,251,499;257;482;251
4858,10,2710,90045-28-6,329,537
4859,10,2727,90045-38-8,,208;130;62
4860,10,2728,90045-38-8,130,208;130;62
4861,10,2733,90045-43-5,130,358;238;9;480;130;208
4862,10,2734,90045-43-5,130,238
4863,10,2736,90045-43-5,130,238
4864,10,2737,90045-43-5,130,238
4865,10,2741,90045-43-5,130,208;238;239
4866,10,2743,90045-43-5,130,208;238
4867,10,2749,90045-46-8,215,208;426;247
4868,10,2764,90045-53-7,257,385
4869,10,2765,90045-56-0,87,268
4870,10,2766,90045-56-0,257,268
4871,10,2767,90045-56-0,87,87;470;257
4872,10,2811,90045-89-9,366,366
4873,10,2813,90045-89-9,201,366;201
4874,10,2817,90045-90-2,201,366;201
4875,10,2826,90045-94-6,201,272
4876,10,2827,90045-94-6,201,272;201
4877,10,2828,90045-94-6,201,272;201
4878,10,2829,90045-94-6,201,272
4879,10,2878,90046-17-6,257,40;257;243;423
4880,10,2887,90063-37-9,257,286;257
4881,10,2889,90063-37-9,257,286;257
4882,10,2890,90063-37-9,257,286
4883,10,2892,90063-37-9,257,286
4884,10,2893,90063-37-9,257,286
4885,10,2894,90063-37-9,257,286
4886,10,2895,90063-37-9,257,286
4887,10,2897,90063-37-9,257,286
4888,10,2900,90063-38-0,257,82;434;257
4889,10,2929,90063-52-8,130,300
4890,10,2931,90063-52-8,130,300
4891,10,2932,90063-52-8,130,300
4892,10,2934,90063-52-8,130,
4893,10,2943,90063-55-1,201,301
4894,10,2959,90063-63-1,538,251;538
4895,10,2977,90063-83-5,130,310
4896,10,2987,90063-86-8,215,311
4897,10,3024,90063-97-1,329,153
4898,10,3025,90063-97-1,329,153
4899,10,3026,90063-97-1,329,153
4900,10,3032,90063-99-3,329,469;329;243;147
4901,10,3034,90064-00-9,329,385
4902,10,3035,90064-00-9,329,385
4903,10,3036,90064-00-9,329,385
